Name;MP;Region;County Area;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
Wrexham;Ian Lucas;12;Clwyd;50992;10350;12181;1735;5072;669;2501;0;211
Ynys Mon;Albert Owen;12;Gwynedd;49944;7393;10871;751;5121;0;10642;0;148
Aberdeen North;Kirsty Blackman;1;Grampian;67745;5304;11397;2050;0;0;24793;0;392
Aberdeen South;Callum McCaig;1;Grampian;68056;11087;12991;2252;897;964;20221;0;139
Aberdeenshire West and Kincardine;Stuart Donaldson;1;Grampian;73445;15916;2487;11812;1006;885;22949;0;141
Airdrie and Shotts;Neil Gray;2;Glasgow area;66715;3389;15108;678;1088;0;23887;0;136
Angus;Michael Weir;1;Tayside;65792;12900;3919;1216;1355;965;24130;0;0
Argyll and Bute;Brendan O'Hara;2;Argyll and Bute;68875;7733;5394;14486;1311;0;22959;0;0
Ayr Carrick and Cumnock;Corri Wilson;2;Ayrshire and Lanark;72985;10355;14227;855;1280;0;25492;0;0
Ayrshire Central;Philippa Whitford;2;Ayrshire and Lanark;69982;8803;13410;917;0;645;26999;0;0
Ayrshire North and Arran;Patricia Gibson;2;Ayrshire and Lanark;75772;7968;15068;896;1296;0;28641;0;0
Banff and Buchan;Eilidh Whiteford;1;Grampian;68609;13148;2647;2347;0;0;27487;0;0
Berwickshire, Roxburgh and Selkirk;Calum Kerr;1;Borders;74179;19817;2700;10294;1316;631;20145;0;135
Caithness Sutherland and Easter Ross;Paul Monaghan;1;Highland;47558;2326;3061;11987;981;0;15831;0;0
Coatbridge, Chryston and Bellshill;Philip Boswell;2;Glasgow area;73813;3209;17195;549;1049;0;28696;0;0
Cumbernauld, Kilsyth and Kirkintilloch East;Stuart McDonald;2;Glasgow area;67009;3891;14820;1099;0;0;29572;0;0
Dumfries and Galloway;Richard Arkless;2;Dumfries and Galloway;75249;16926;13982;953;1301;0;23440;0;0
Dumfriesshire, Clydesdale and Tweeddale;David Mundell;2;Dumfries and Galloway;68483;20759;7711;1392;1472;839;19961;0;0
Dunbartonshire East;John Nicolson;2;Glasgow area;66966;4727;6754;19926;567;804;22093;0;0
Dunbartonshire West;Martin Docherty;2;Glasgow area;69193;3597;16027;816;0;0;30198;0;503
Dundee East;Stewart Hosie;1;Tayside;66960;7206;9603;1387;0;895;28765;0;329
Dundee West;Chris Law;1;Tayside;66287;3852;10592;1057;0;1225;27684;0;304
Dunfermline and West Fife;Douglas Chapman;1;Fife;78037;6623;17744;2232;0;1195;28096;0;0
East Kilbride, Strathaven and Lesmahagow;Lisa Cameron;2;Ayrshire and Lanark;83071;7129;17151;1042;1221;0;33678;0;318
East Lothian;George Kerevan;1;Edinburgh area;79481;11511;18301;1517;1178;1245;25104;0;158
Edinburgh East;Tommy Sheppard;1;Edinburgh area;66178;4670;14082;1325;898;2809;23188;0;117
Edinburgh North and Leith;Deidre Brock;1;Edinburgh area;80978;9378;18145;2634;847;3140;23742;0;122
Edinburgh South;Ian Murray;1;Edinburgh area;65846;8626;19293;1823;601;2090;16656;0;197
Edinburgh South West;Joanna Cherry;1;Edinburgh area;72178;10444;14033;1920;1072;1965;22168;0;0
Edinburgh West;Michelle Thomson;1;Edinburgh area;71749;6732;6425;18168;1015;1140;21378;0;0
Falkirk;John McNally;1;Central;83380;7325;15130;1225;1829;0;34831;0;0
Fife North East;Stephen Gethins;1;Fife;62003;7373;3476;14179;0;1387;18523;0;325
Glasgow Central;Alison Thewliss;2;Glasgow area;70945;2359;12996;612;786;1559;20658;0;348
Glasgow East;Natalie McGarry;2;Glasgow area;70378;2544;13729;318;1105;381;24116;0;224
Glasgow North;Patrick Grady;2;Glasgow area;58875;2901;10315;1012;486;2284;19610;0;314
Glasgow North East;Anne McLaughlin;2;Glasgow area;66678;1769;12754;300;0;615;21976;225;218
Glasgow North West;Carol Monaghan;2;Glasgow area;68418;3692;13544;1194;0;1167;23908;0;349
Glasgow South;Stewart McDonald;2;Glasgow area;74051;4752;14504;1019;0;1431;26773;0;299
Glasgow South West;Christopher Stephens;2;Glasgow area;66209;2036;13438;406;970;507;23388;0;176
Glenrothes;Peter Grant;1;Fife;69781;3685;14562;892;0;0;28459;0;0
Gordon;Alex Salmond;1;Grampian;79393;6807;3441;19030;1166;0;27717;0;0
Inverclyde;Ronnie Cowan;2;Glasgow area;59350;4446;13522;1106;715;0;24585;0;233
Inverness Nairn Badenoch and Strathspey;Drew Hendry;1;Highland;77268;3410;4311;18029;1236;1367;28838;0;422
Kilmarnock and Loudoun;Alan Brown;2;Ayrshire and Lanark;75233;6752;16362;789;0;0;30000;0;0
Kirkcaldy and Cowdenbeath;Roger Mullin;1;Fife;75941;5223;17654;1150;1237;0;27628;0;0
Lanark and Hamilton East;Angela Crawley;2;Ayrshire and Lanark;78846;8772;16876;1203;1431;0;26976;0;0
Linlithgow and East Falkirk;Martyn Day;1;Edinburgh area;86955;7384;19121;1252;1682;0;32055;0;103
Livingston;Hannah Bardell;1;Edinburgh area;82373;5929;15893;1232;1757;0;32736;0;0
Midlothian;Owen Thompson;1;Edinburgh area;67875;5760;14594;1132;1173;1219;24453;0;0
Moray;Angus Robertson;1;Grampian;71685;15319;4898;1395;1939;1345;24384;0;0
Motherwell and Wishaw;Marion Fellows;2;Glasgow area;70269;3695;15377;601;1289;0;27275;0;0
Na h-Eileanan An Iar (Western Isles);Angus MacNeil;1;Western Isles;21744;1215;4560;456;0;0;8662;1045;0
Ochil and South Perthshire;Tasmina Ahmed-Sheikh;1;Central;77370;11987;16452;1481;1331;0;26620;0;0
Orkney and Shetland;Alistair Carmichael;1;Orkney and Shetland;34551;2025;1624;9407;1082;0;8590;0;0
Paisley and Renfrewshire North;Gavin Newlands;2;Glasgow area;66206;6183;16525;1055;0;703;25601;0;395
Paisley and Renfrewshire South;Mhairi Black;2;Glasgow area;61281;3526;17864;1010;0;0;23548;0;278
Perth and North Perthshire;Peter Wishart;1;Tayside;72447;17738;4413;2059;1110;1146;27379;0;355
Renfrewshire East;Kirsten Oswald;2;Glasgow area;69982;12465;19295;1069;888;0;23013;0;0
Ross Skye and Lochaber;Ian Blackford;1;Highland;54169;2598;2043;14995;814;1051;20119;0;191
Rutherglen and Hamilton West;Margaret Ferrier;2;Ayrshire and Lanark;82701;4350;20304;1045;1301;0;30279;0;336
Stirling;Steven Paterson;1;Central;67236;12051;13303;1392;0;1606;23783;0;0
Antrim East;Sammy Wilson;3;Antrim;62810;6308;1639;12103;3660;0;2314;5021;2452
Antrim North;Ian Paisley Jr;3;Antrim;75874;5054;2925;18107;1341;0;5143;6561;2776
Antrim South;Danny Kinahan;3;Antrim;67423;11942;2990;10993;0;0;4699;3576;2323
Belfast East;Gavin Robinson;3;Antrim;63154;0;127;19575;0;1058;823;16978;1121
Belfast North;Nigel Dodds;3;Antrim;68552;0;3338;19096;0;0;13770;2941;1448
Belfast South;Dr Alasdair McDonnell;3;Antrim;64912;3549;9560;8654;1900;2238;5402;6711;943
Belfast West;Paul Maskey;3;Antrim;62685;1088;3475;2773;765;0;19163;6798;1267
Down North;Lady Sylvia Hermon;3;Down;64207;0;355;8487;1482;1958;273;17689;5703
Down South;Margaret Ritchie;3;Down;75215;3964;18077;3486;3044;0;12186;1622;318
Fermanagh and South Tyrone;Tom Elliott;3;Fermanagh;70106;23608;2732;0;0;788;23078;0;658
Foyle;Mark Durkan;3;Londonderry;70035;1226;17725;4573;832;0;11679;835;132
Lagan Valley;Jeffrey Donaldson;3;Antrim;71140;6055;2500;19055;2200;0;1144;5544;3297
Londonderry East;Gregory Campbell;3;Londonderry;66925;5333;4268;14663;0;0;6859;2642;949
Newry and Armagh;Mickey Brady;3;Armagh;77622;16312;12026;0;0;0;20488;0;1051
Strangford;Jim Shannon;3;Down;64286;4868;2335;15053;2237;0;876;4687;3868
Tyrone West;Pat Doherty;3;Tyrone;63854;6144;6444;6747;0;780;16807;869;863
Ulster Mid;Francie Molloy;3;Tyrone;67831;6318;5055;5465;863;0;19935;1892;1394
Upper Bann;David Simpson;3;Armagh;80052;13166;4238;15430;0;0;11593;1780;1012
